"simulation","height1","width1","height2","width2","shape","area","size","HtoW","numbFPspecies","days","years","TOTALN","TOTALP","N_to_P","initial_perc_SAV_cover","initial_perc_SAV_cells_occupied","SAV_biomass_per_cell","initial_perc_FP_cover","initial_perc_FP_cells_occupied","FP_biomass_per_cell","initialSAVcells","initial01cells","initial02cells","initial03cells","initial04cells","initialSAVtotmass","initial01totmass","initial02totmass","initial03totmass","initial04totmass","neigh_thresh_SAV","focal_thresh_SAV","amnt_colonize_SAV","neigh_thresh_FP","focal_thresh_FP","amnt_colonize_FP","maxSAVrgr","maxrgr01","maxrgr02","maxrgr03","maxrgr04","lightlimitationSAV","lightlimitation01","lightlimitation02","lightlimitation03","lightlimitation04","halfsatNSAV","halfsatN01","halfsatN02","halfsatN03","halfsatN04","shadingbyFP","lightattenuation","lossSAV","lossFP","uptakeNSAV","uptakeN01","uptakeN02","uptakeN03","uptakeN04","uptakePSAV","uptakeP01","uptakeP02","uptakeP03","uptakeP04","overwinterSAV","overwinter01","overwinter02","overwinter03","overwinter04","wind_shape1","wind_shape2","wind_avg","wind_stdev","prob_down","prob_up","prob_left","prob_right","wind_direction","full_thresh_wind","propyears_avgFPcover_abovethreshold","propyears_prop_daysFP_abovehalf","avg_avg_FPcover","avg_max_FPcover","avg_firstdayFP","propyears_avgSAVcover_abovethreshold","propyears_prop_daysSAV_abovehalf","avg_avg_SAVcover","avg_max_SAVcover","avg_firstdaySAV","avg_SAVcover_yr01","avg_SAVcover_yr02","avg_SAVcover_yr03","avg_SAVcover_yr04","avg_FPcover_yr01","avg_FPcover_yr02","avg_FPcover_yr03","avg_FPcover_yr04"
154,20,20,5,5,"rectangle",400,"small",1,1,125,4,5,1.25,4,5,5,100,30,30,100,20,120,0,0,0,2000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,7.06877454354275e-05,0.000405349325602362,NA,0.75,0.75,99.9179756404149,100,1,37.1302115818235,93.5416702015602,99.8727078226225,99.9179756404149,67.254374648522,11.1298262306759,0.0949431885132889,7.06877454354275e-05
155,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,6,1.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,3.50359772990492,5.44525707154763,NA,0.5,0.5,98.3690247236347,100,1,24.1100279511229,63.7085122073072,87.6755354473843,98.3690247236347,86.9649339349032,55.0769793856515,20.8950396694644,3.50359772990492
156,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,5,5,100,30,30,100,20,120,0,0,0,2000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,0.0177458177207432,0.102533927439692,NA,0.75,0.75,99.9145264418183,100,1,26.5977321853685,75.2180294565253,98.1720566799626,99.9145264418183,77.2225515937275,39.5902241988851,4.53557280891081,0.0177458177207432
157,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,7,1.75,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,13.6659093491172,19.9054547775274,NA,0.5,0.5,93.4316519621186,97.6621897507345,2,24.573397849296,47.6932001187862,73.3226791066122,93.4316519621186,85.0812122020734,74.251674847989,46.5967711917294,13.6659093491172
158,20,20,5,5,"rectangle",400,"small",1,1,125,4,7,1.75,4,5,5,100,30,30,100,20,120,0,0,0,2000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,14.5650624889463,23.3683399087673,NA,0.5,0.5,94.9467453616129,99.7527535498461,2,26.0772617961431,57.8587909193354,78.5739227166325,94.9467453616129,79.802447507237,58.4228421320256,37.1770174303377,14.5650624889463
159,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,8,2,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.75,0.75,53.8348081003717,65.1087059384665,NA,0,0.25,68.52161963614,77.6658742234404,63,13.2754485899115,20.6365181050149,46.3302901414059,68.52161963614,92.6568439843499,87.26403328609,75.3158376015056,53.8348081003717
160,20,20,5,5,"rectangle",400,"small",1,1,125,4,8,2,4,5,5,100,30,30,100,20,120,0,0,0,2000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,27.8748317835569,38.214775382133,NA,0.25,0.25,87.1307187624966,94.1927283210523,3,15.953039355712,38.5917850633078,68.0083021118722,87.1307187624966,85.0430476266266,73.1106982859227,49.6020697331955,27.8748317835569
161,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,9,2.25,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.75,1,68.1379355980374,76.6172598709723,7,0,0,53.1836452503897,60.1476444585618,NA,14.0659225553473,34.9176082949707,48.2276762938632,53.1836452503897,90.1970617785686,86.7709907656225,75.6062937517514,68.1379355980374
162,20,20,5,5,"rectangle",400,"small",1,1,125,4,9,2.25,4,5,5,100,30,30,100,20,120,0,0,0,2000,12000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.75,41.2492761773334,57.7362422452933,NA,0.25,0.25,83.2595947205051,95.1402674025423,9,16.323680461291,31.6205307174288,55.2453079326045,83.2595947205051,86.6395506747327,77.6911024252928,64.7776046789833,41.2492761773334
163,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,7.18403996141958e-10,4.37104807059501e-09,NA,0.75,1,99.9180183872927,100,1,64.5017502655021,99.8565945231728,99.9179764506873,99.9180183872927,28.4232083903286,0.0127253176586986,3.03083295615456e-06,7.18403996141958e-10
164,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,9.46980229744472e-10,5.76179437801806e-09,NA,0.75,1,99.9180183816535,100,1,62.3792841592578,99.851780066938,99.9179698968771,99.9180183816535,31.111620404803,0.0168551480696478,3.99515997443503e-06,9.46980229744472e-10
165,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,6.13281439214557e-09,3.63242736799413e-08,NA,0.75,0.75,99.9180183465879,100,1,56.6898933554072,99.7864503124351,99.9179313168012,99.9180183465879,42.506894418556,0.0535623118695921,1.81329601369411e-05,6.13281439214557e-09
166,20,20,5,5,"rectangle",400,"small",1,1,125,4,2,0.5,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.07341158271922e-06,6.35775056908373e-06,NA,0.75,0.75,99.918013391826,100,1,50.354051008872,96.2473870468217,99.9116015090104,99.918013391826,41.6392798829178,2.48478813286165,0.00317367808288021,1.07341158271922e-06
167,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,3,0.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,8.42001328179973e-07,4.82309076648526e-06,NA,0.75,0.75,99.91801645779,100,1,38.4797739114925,98.319996089248,99.9157491167849,99.91801645779,64.926671794667,1.40546961584187,0.00221785813146751,8.42001328179973e-07
168,20,20,5,5,"rectangle",400,"small",1,1,125,4,3,0.75,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.65033146869389e-07,9.45586473813267e-07,NA,0.75,0.75,99.9180180047318,100,1,47.8262251003913,99.3927058620457,99.9176308165142,99.9180180047318,54.2878126329813,0.483724709033704,0.000438277329755945,1.65033146869389e-07
169,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,4,1,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,2.62204341213599e-05,0.000153064601837236,NA,0.75,0.75,99.9179894204322,100,1,31.8408993404402,94.5638500160813,99.8733326987129,99.9179894204322,71.9526726840377,6.99702295599902,0.0466740140061851,2.62204341213599e-05
170,20,20,5,5,"rectangle",400,"small",1,1,125,4,4,1,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,1.88479831417424e-05,0.000110026983409408,NA,0.75,0.75,99.9179984211196,100,1,34.6679971378752,93.6426185609543,99.8996942226886,99.9179984211196,70.080647480308,11.0319716435412,0.0355591767624598,1.88479831417424e-05
171,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,5,1.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,0.14270728457736,0.275352204199322,NA,0.75,0.75,99.8531043878837,100,1,32.8416096213735,94.1235399125414,98.8666948401681,99.8531043878837,72.4028574909042,8.66305070385714,1.940597138439,0.14270728457736
172,20,20,5,5,"rectangle",400,"small",1,1,125,4,5,1.25,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0.25,5.1711004868938e-05,0.000296526266229226,NA,0.75,0.75,99.9179931193893,100,1,36.4472943394715,96.0604924896489,99.903548370717,99.9179931193893,66.2396952184241,7.77672533757005,0.0696993545884246,5.1711004868938e-05
173,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,6,1.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,14.7368438028135,22.6496361729477,NA,0.25,0.25,92.3492383470636,99.0941959152539,2,13.3429154697022,43.3704939923987,69.6628663050925,92.3492383470636,91.9901632888331,73.752341390807,43.304414540568,14.7368438028135
174,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,4.14488309439117,6.27034321123366,NA,0.5,0.5,98.1097699232966,100,1,23.6604667791928,61.2646684666828,86.6933951187728,98.1097699232966,80.4340296026231,55.4840652155715,21.059940633456,4.14488309439117
175,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,7,1.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,1,1,82.2008842538618,88.8030981966133,6,0,0,27.0673252061126,36.7473074232819,NA,8.05454890854804,11.5561013247799,20.327732657496,27.0673252061126,95.7619447338805,92.6733587266742,87.2058304451411,82.2008842538618
176,20,20,5,5,"rectangle",400,"small",1,1,125,4,7,1.75,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,0.27757669651426,1.25429315881265,NA,0.5,0.5,99.8437617760537,100,1,19.228729307511,67.8234227321484,95.6205972236547,99.8437617760537,78.5993122042481,49.1245558128547,12.0822813021355,0.27757669651426
177,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,8,2,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,36.5604912291979,45.7052343876003,NA,0.25,0.25,77.3990898918501,84.8918896332906,7,13.4310697080854,34.6937621081089,60.176442083214,77.3990898918501,90.7496654980153,85.1266578752793,64.1596367807015,36.5604912291979
178,20,20,5,5,"rectangle",400,"small",1,1,125,4,8,2,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,46.1073118855368,55.7260242235341,NA,0,0,66.9852693705522,75.6498247324693,96,16.6932426629417,35.3822126372723,48.5003471022113,66.9852693705522,86.0590813822492,78.519349204393,63.4168403642688,46.1073118855368
179,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,9,2.25,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.5,0.5,28.3207258873218,37.1953475548231,NA,0.25,0.5,86.5119993582045,92.0970299393846,3,18.69360186044,47.5179993899458,69.6643375949667,86.5119993582045,84.7084125668867,81.3499676341604,52.9988907260216,28.3207258873218
180,20,20,5,5,"rectangle",400,"small",1,1,125,4,9,2.25,4,5,5,100,45,45,100,20,180,0,0,0,2000,18000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0.25,0.25,5.77255867133527,11.2443794619371,NA,0.75,0.75,98.2496407190286,100,1,26.9351801407699,73.4217694547127,88.3346760570438,98.2496407190286,75.5789821146449,48.0315974647767,22.664022862626,5.77255867133527
181,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,1,0.25,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,2.59621993105e-11,1.57964072881139e-10,NA,1,1,99.9180184200738,100,1,89.1514724182011,99.9143134240091,99.9180152412368,99.9180184200738,1.0324436706835,0.000462092453280795,1.09530416721712e-07,2.59621993105e-11
182,20,20,5,5,"rectangle",400,"small",1,1,125,4,1,0.25,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,3.77469735208238e-11,2.2966720211081e-10,NA,1,1,99.9180184194268,100,1,88.0379289520285,99.9134541695649,99.9180144735196,99.9180184194268,1.16727555374839,0.00067184904772901,1.59248517180486e-07,3.77469735208238e-11
183,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,2,0.5,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,2.05064817076415e-10,1.21458600529649e-09,NA,1,1,99.9180184193311,100,1,89.1097909520212,99.9137446074677,99.9180144761162,99.9180184193311,1.81600663153262,0.00179261290383019,6.06317803961364e-07,2.05064817076415e-10
184,20,20,5,5,"rectangle",400,"small",1,1,125,4,2,0.5,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,1.05023358653087e-10,6.22046743386606e-10,NA,1,1,99.9180184196112,100,1,88.4942141828078,99.9138340945589,99.9180147361123,99.9180184196112,1.06802650587958,0.000918048614147844,3.10523933734119e-07,1.05023358653087e-10
185,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,3,0.75,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,4.38489190741768e-10,2.51241467553304e-09,NA,1,1,99.9180184186407,100,1,88.9543296289741,99.9132695256288,99.9180137909611,99.9180184186407,2.66683990586069,0.0030890167855811,1.16640088202231e-06,4.38489190741768e-10
186,20,20,5,5,"rectangle",400,"small",1,1,125,4,3,0.75,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,4.83071086040177e-10,2.7678559189046e-09,NA,1,1,99.9180184186489,100,1,88.9063644053059,99.9134062659765,99.9180138322774,99.9180184186489,2.10143058256777,0.00339858026397897,1.2849918670798e-06,4.83071086040177e-10
187,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,4,1,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,5.38682940725805e-09,3.1446149085123e-08,NA,1,1,99.9180184106374,100,1,88.3933909882024,99.9065420463585,99.9180065244927,99.9180184106374,4.3915144540037,0.0191369542839882,1.01637117357133e-05,5.38682940725805e-09
188,20,20,5,5,"rectangle",400,"small",1,1,125,4,4,1,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,3.83723264884189e-10,2.24002248432621e-09,NA,1,1,99.9180184197326,100,1,89.1206593456331,99.9142524366213,99.9180149929782,99.9180184197326,1.36534584276032,0.00136600113631027,7.2399802354047e-07,3.83723264884189e-10
189,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,5,1.25,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,9.66298304783755e-08,5.54101760220052e-07,NA,1,1,99.9180183571103,100,1,87.9888973901825,99.888628583589,99.9179743360505,99.9180183571103,5.47042222376848,0.0839913801111597,0.000130451658030765,9.66298304783755e-08
190,20,20,5,5,"rectangle",400,"small",1,1,125,4,5,1.25,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,3.63400679095546e-09,2.08383811717229e-08,NA,1,1,99.9180184172732,100,1,89.2872038249303,99.9134424671088,99.9180131459604,99.9180184172732,3.26125972486484,0.00662401175320313,4.90685604471253e-06,3.63400679095546e-09
191,100,100,5,5,"rectangle",10000,"medium",1,1,125,4,6,1.5,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,7.06979648264016e-08,4.08542078652786e-07,NA,1,1,99.9180183719657,100,1,87.7550983853127,99.8846441359506,99.9179804361832,99.9180183719657,6.75593602602002,0.085670070820051,8.66749774150462e-05,7.06979648264016e-08
192,20,20,5,5,"rectangle",400,"small",1,1,125,4,6,1.5,4,15,15,100,1,1,100,60,4,0,0,0,6000,400,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.02,0,0.05,0.05,0.075,0.005,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.04,0.2,0.167,0.335,0.25,0.25,0.25,0.25,"all",600,0,0,2.38011240014105e-08,1.37539470848871e-07,NA,1,1,99.9180184029838,100,1,88.2414127120122,99.9077951264944,99.918002412906,99.9180184029838,5.1979135924998,0.0357959018130999,2.9179908176075e-05,2.38011240014105e-08
