"TOTALN","initial_perc_SAV_cover","initial_perc_FP_cover","wind_direction","wind_shape2","size"
"1","5","5","all","4","small"
"1","5","5","all","4","medium"
"1","5","5","all","4","large"
"1","5","5","all","4","XL"
"1","5","5","all","0.2","small"
"1","5","5","all","0.2","medium"
"1","5","5","all","0.2","large"
"1","5","5","all","0.2","XL"
"1","5","5","all","0.1","small"
"1","5","5","all","0.1","medium"
"1","5","5","all","0.1","large"
"1","5","5","all","0.1","XL"
"1","5","5","up","4","small"
"1","5","5","up","4","medium"
"1","5","5","up","4","large"
"1","5","5","up","4","XL"
"1","5","5","up","0.2","small"
"1","5","5","up","0.2","medium"
"1","5","5","up","0.2","large"
"1","5","5","up","0.2","XL"
"1","5","5","up","0.1","small"
"1","5","5","up","0.1","medium"
"1","5","5","up","0.1","large"
"1","5","5","up","0.1","XL"
"1","5","15","all","4","small"
"1","5","15","all","4","medium"
"1","5","15","all","4","large"
"1","5","15","all","4","XL"
"1","5","15","all","0.2","small"
"1","5","15","all","0.2","medium"
"1","5","15","all","0.2","large"
"1","5","15","all","0.2","XL"
"1","5","15","all","0.1","small"
"1","5","15","all","0.1","medium"
"1","5","15","all","0.1","large"
"1","5","15","all","0.1","XL"
"1","5","15","up","4","small"
"1","5","15","up","4","medium"
"1","5","15","up","4","large"
"1","5","15","up","4","XL"
"1","5","15","up","0.2","small"
"1","5","15","up","0.2","medium"
"1","5","15","up","0.2","large"
"1","5","15","up","0.2","XL"
"1","5","15","up","0.1","small"
"1","5","15","up","0.1","medium"
"1","5","15","up","0.1","large"
"1","5","15","up","0.1","XL"
"1","5","30","all","4","small"
"1","5","30","all","4","medium"
"1","5","30","all","4","large"
"1","5","30","all","4","XL"
"1","5","30","all","0.2","small"
"1","5","30","all","0.2","medium"
"1","5","30","all","0.2","large"
"1","5","30","all","0.2","XL"
"1","5","30","all","0.1","small"
"1","5","30","all","0.1","medium"
"1","5","30","all","0.1","large"
"1","5","30","all","0.1","XL"
"1","5","30","up","4","small"
"1","5","30","up","4","medium"
"1","5","30","up","4","large"
"1","5","30","up","4","XL"
"1","5","30","up","0.2","small"
"1","5","30","up","0.2","medium"
"1","5","30","up","0.2","large"
"1","5","30","up","0.2","XL"
"1","5","30","up","0.1","small"
"1","5","30","up","0.1","medium"
"1","5","30","up","0.1","large"
"1","5","30","up","0.1","XL"
"1","15","5","all","4","small"
"1","15","5","all","4","medium"
"1","15","5","all","4","large"
"1","15","5","all","4","XL"
"1","15","5","all","0.2","small"
"1","15","5","all","0.2","medium"
"1","15","5","all","0.2","large"
"1","15","5","all","0.2","XL"
"1","15","5","all","0.1","small"
"1","15","5","all","0.1","medium"
"1","15","5","all","0.1","large"
"1","15","5","all","0.1","XL"
"1","15","5","up","4","small"
"1","15","5","up","4","medium"
"1","15","5","up","4","large"
"1","15","5","up","4","XL"
"1","15","5","up","0.2","small"
"1","15","5","up","0.2","medium"
"1","15","5","up","0.2","large"
"1","15","5","up","0.2","XL"
"1","15","5","up","0.1","small"
"1","15","5","up","0.1","medium"
"1","15","5","up","0.1","large"
"1","15","5","up","0.1","XL"
"1","15","15","all","4","small"
"1","15","15","all","4","medium"
"1","15","15","all","4","large"
"1","15","15","all","4","XL"
"1","15","15","all","0.2","small"
"1","15","15","all","0.2","medium"
"1","15","15","all","0.2","large"
"1","15","15","all","0.2","XL"
"1","15","15","all","0.1","small"
"1","15","15","all","0.1","medium"
"1","15","15","all","0.1","large"
"1","15","15","all","0.1","XL"
"1","15","15","up","4","small"
"1","15","15","up","4","medium"
"1","15","15","up","4","large"
"1","15","15","up","4","XL"
"1","15","15","up","0.2","small"
"1","15","15","up","0.2","medium"
"1","15","15","up","0.2","large"
"1","15","15","up","0.2","XL"
"1","15","15","up","0.1","small"
"1","15","15","up","0.1","medium"
"1","15","15","up","0.1","large"
"1","15","15","up","0.1","XL"
"1","15","30","all","4","small"
"1","15","30","all","4","medium"
"1","15","30","all","4","large"
"1","15","30","all","4","XL"
"1","15","30","all","0.2","small"
"1","15","30","all","0.2","medium"
"1","15","30","all","0.2","large"
"1","15","30","all","0.2","XL"
"1","15","30","all","0.1","small"
"1","15","30","all","0.1","medium"
"1","15","30","all","0.1","large"
"1","15","30","all","0.1","XL"
"1","15","30","up","4","small"
"1","15","30","up","4","medium"
"1","15","30","up","4","large"
"1","15","30","up","4","XL"
"1","15","30","up","0.2","small"
"1","15","30","up","0.2","medium"
"1","15","30","up","0.2","large"
"1","15","30","up","0.2","XL"
"1","15","30","up","0.1","small"
"1","15","30","up","0.1","medium"
"1","15","30","up","0.1","large"
"1","15","30","up","0.1","XL"
"1","30","5","all","4","small"
"1","30","5","all","4","medium"
"1","30","5","all","4","large"
"1","30","5","all","4","XL"
"1","30","5","all","0.2","small"
"1","30","5","all","0.2","medium"
"1","30","5","all","0.2","large"
"1","30","5","all","0.2","XL"
"1","30","5","all","0.1","small"
"1","30","5","all","0.1","medium"
"1","30","5","all","0.1","large"
"1","30","5","all","0.1","XL"
"1","30","5","up","4","small"
"1","30","5","up","4","medium"
"1","30","5","up","4","large"
"1","30","5","up","4","XL"
"1","30","5","up","0.2","small"
"1","30","5","up","0.2","medium"
"1","30","5","up","0.2","large"
"1","30","5","up","0.2","XL"
"1","30","5","up","0.1","small"
"1","30","5","up","0.1","medium"
"1","30","5","up","0.1","large"
"1","30","5","up","0.1","XL"
"1","30","15","all","4","small"
"1","30","15","all","4","medium"
"1","30","15","all","4","large"
"1","30","15","all","4","XL"
"1","30","15","all","0.2","small"
"1","30","15","all","0.2","medium"
"1","30","15","all","0.2","large"
"1","30","15","all","0.2","XL"
"1","30","15","all","0.1","small"
"1","30","15","all","0.1","medium"
"1","30","15","all","0.1","large"
"1","30","15","all","0.1","XL"
"1","30","15","up","4","small"
"1","30","15","up","4","medium"
"1","30","15","up","4","large"
"1","30","15","up","4","XL"
"1","30","15","up","0.2","small"
"1","30","15","up","0.2","medium"
"1","30","15","up","0.2","large"
"1","30","15","up","0.2","XL"
"1","30","15","up","0.1","small"
"1","30","15","up","0.1","medium"
"1","30","15","up","0.1","large"
"1","30","15","up","0.1","XL"
"1","30","30","all","4","small"
"1","30","30","all","4","medium"
"1","30","30","all","4","large"
"1","30","30","all","4","XL"
"1","30","30","all","0.2","small"
"1","30","30","all","0.2","medium"
"1","30","30","all","0.2","large"
"1","30","30","all","0.2","XL"
"1","30","30","all","0.1","small"
"1","30","30","all","0.1","medium"
"1","30","30","all","0.1","large"
"1","30","30","all","0.1","XL"
"1","30","30","up","4","small"
"1","30","30","up","4","medium"
"1","30","30","up","4","large"
"1","30","30","up","4","XL"
"1","30","30","up","0.2","small"
"1","30","30","up","0.2","medium"
"1","30","30","up","0.2","large"
"1","30","30","up","0.2","XL"
"1","30","30","up","0.1","small"
"1","30","30","up","0.1","medium"
"1","30","30","up","0.1","large"
"1","30","30","up","0.1","XL"
"2","5","5","all","4","small"
"2","5","5","all","4","medium"
"2","5","5","all","4","large"
"2","5","5","all","4","XL"
"2","5","5","all","0.2","small"
"2","5","5","all","0.2","medium"
"2","5","5","all","0.2","large"
"2","5","5","all","0.2","XL"
"2","5","5","all","0.1","small"
"2","5","5","all","0.1","medium"
"2","5","5","all","0.1","large"
"2","5","5","all","0.1","XL"
"2","5","5","up","4","small"
"2","5","5","up","4","medium"
"2","5","5","up","4","large"
"2","5","5","up","4","XL"
"2","5","5","up","0.2","small"
"2","5","5","up","0.2","medium"
"2","5","5","up","0.2","large"
"2","5","5","up","0.2","XL"
"2","5","5","up","0.1","small"
"2","5","5","up","0.1","medium"
"2","5","5","up","0.1","large"
"2","5","5","up","0.1","XL"
"2","5","15","all","4","small"
"2","5","15","all","4","medium"
"2","5","15","all","4","large"
"2","5","15","all","4","XL"
"2","5","15","all","0.2","small"
"2","5","15","all","0.2","medium"
"2","5","15","all","0.2","large"
"2","5","15","all","0.2","XL"
"2","5","15","all","0.1","small"
"2","5","15","all","0.1","medium"
"2","5","15","all","0.1","large"
"2","5","15","all","0.1","XL"
"2","5","15","up","4","small"
"2","5","15","up","4","medium"
"2","5","15","up","4","large"
"2","5","15","up","4","XL"
"2","5","15","up","0.2","small"
"2","5","15","up","0.2","medium"
"2","5","15","up","0.2","large"
"2","5","15","up","0.2","XL"
"2","5","15","up","0.1","small"
"2","5","15","up","0.1","medium"
"2","5","15","up","0.1","large"
"2","5","15","up","0.1","XL"
"2","5","30","all","4","small"
"2","5","30","all","4","medium"
"2","5","30","all","4","large"
"2","5","30","all","4","XL"
"2","5","30","all","0.2","small"
"2","5","30","all","0.2","medium"
"2","5","30","all","0.2","large"
"2","5","30","all","0.2","XL"
"2","5","30","all","0.1","small"
"2","5","30","all","0.1","medium"
"2","5","30","all","0.1","large"
"2","5","30","all","0.1","XL"
"2","5","30","up","4","small"
"2","5","30","up","4","medium"
"2","5","30","up","4","large"
"2","5","30","up","4","XL"
"2","5","30","up","0.2","small"
"2","5","30","up","0.2","medium"
"2","5","30","up","0.2","large"
"2","5","30","up","0.2","XL"
"2","5","30","up","0.1","small"
"2","5","30","up","0.1","medium"
"2","5","30","up","0.1","large"
"2","5","30","up","0.1","XL"
"2","15","5","all","4","small"
"2","15","5","all","4","medium"
"2","15","5","all","4","large"
"2","15","5","all","4","XL"
"2","15","5","all","0.2","small"
"2","15","5","all","0.2","medium"
"2","15","5","all","0.2","large"
"2","15","5","all","0.2","XL"
"2","15","5","all","0.1","small"
"2","15","5","all","0.1","medium"
"2","15","5","all","0.1","large"
"2","15","5","all","0.1","XL"
"2","15","5","up","4","small"
"2","15","5","up","4","medium"
"2","15","5","up","4","large"
"2","15","5","up","4","XL"
"2","15","5","up","0.2","small"
"2","15","5","up","0.2","medium"
"2","15","5","up","0.2","large"
"2","15","5","up","0.2","XL"
"2","15","5","up","0.1","small"
"2","15","5","up","0.1","medium"
"2","15","5","up","0.1","large"
"2","15","5","up","0.1","XL"
"2","15","15","all","4","small"
"2","15","15","all","4","medium"
"2","15","15","all","4","large"
"2","15","15","all","4","XL"
"2","15","15","all","0.2","small"
"2","15","15","all","0.2","medium"
"2","15","15","all","0.2","large"
"2","15","15","all","0.2","XL"
"2","15","15","all","0.1","small"
"2","15","15","all","0.1","medium"
"2","15","15","all","0.1","large"
"2","15","15","all","0.1","XL"
"2","15","15","up","4","small"
"2","15","15","up","4","medium"
"2","15","15","up","4","large"
"2","15","15","up","4","XL"
"2","15","15","up","0.2","small"
"2","15","15","up","0.2","medium"
"2","15","15","up","0.2","large"
"2","15","15","up","0.2","XL"
"2","15","15","up","0.1","small"
"2","15","15","up","0.1","medium"
"2","15","15","up","0.1","large"
"2","15","15","up","0.1","XL"
"2","15","30","all","4","small"
"2","15","30","all","4","medium"
"2","15","30","all","4","large"
"2","15","30","all","4","XL"
"2","15","30","all","0.2","small"
"2","15","30","all","0.2","medium"
"2","15","30","all","0.2","large"
"2","15","30","all","0.2","XL"
"2","15","30","all","0.1","small"
"2","15","30","all","0.1","medium"
"2","15","30","all","0.1","large"
"2","15","30","all","0.1","XL"
"2","15","30","up","4","small"
"2","15","30","up","4","medium"
"2","15","30","up","4","large"
"2","15","30","up","4","XL"
"2","15","30","up","0.2","small"
"2","15","30","up","0.2","medium"
"2","15","30","up","0.2","large"
"2","15","30","up","0.2","XL"
"2","15","30","up","0.1","small"
"2","15","30","up","0.1","medium"
"2","15","30","up","0.1","large"
"2","15","30","up","0.1","XL"
"2","30","5","all","4","small"
"2","30","5","all","4","medium"
"2","30","5","all","4","large"
"2","30","5","all","4","XL"
"2","30","5","all","0.2","small"
"2","30","5","all","0.2","medium"
"2","30","5","all","0.2","large"
"2","30","5","all","0.2","XL"
"2","30","5","all","0.1","small"
"2","30","5","all","0.1","medium"
"2","30","5","all","0.1","large"
"2","30","5","all","0.1","XL"
"2","30","5","up","4","small"
"2","30","5","up","4","medium"
"2","30","5","up","4","large"
"2","30","5","up","4","XL"
"2","30","5","up","0.2","small"
"2","30","5","up","0.2","medium"
"2","30","5","up","0.2","large"
"2","30","5","up","0.2","XL"
"2","30","5","up","0.1","small"
"2","30","5","up","0.1","medium"
"2","30","5","up","0.1","large"
"2","30","5","up","0.1","XL"
"2","30","15","all","4","small"
"2","30","15","all","4","medium"
"2","30","15","all","4","large"
"2","30","15","all","4","XL"
"2","30","15","all","0.2","small"
"2","30","15","all","0.2","medium"
"2","30","15","all","0.2","large"
"2","30","15","all","0.2","XL"
"2","30","15","all","0.1","small"
"2","30","15","all","0.1","medium"
"2","30","15","all","0.1","large"
"2","30","15","all","0.1","XL"
"2","30","15","up","4","small"
"2","30","15","up","4","medium"
"2","30","15","up","4","large"
"2","30","15","up","4","XL"
"2","30","15","up","0.2","small"
"2","30","15","up","0.2","medium"
"2","30","15","up","0.2","large"
"2","30","15","up","0.2","XL"
"2","30","15","up","0.1","small"
"2","30","15","up","0.1","medium"
"2","30","15","up","0.1","large"
"2","30","15","up","0.1","XL"
"2","30","30","all","4","small"
"2","30","30","all","4","medium"
"2","30","30","all","4","large"
"2","30","30","all","4","XL"
"2","30","30","all","0.2","small"
"2","30","30","all","0.2","medium"
"2","30","30","all","0.2","large"
"2","30","30","all","0.2","XL"
"2","30","30","all","0.1","small"
"2","30","30","all","0.1","medium"
"2","30","30","all","0.1","large"
"2","30","30","all","0.1","XL"
"2","30","30","up","4","small"
"2","30","30","up","4","medium"
"2","30","30","up","4","large"
"2","30","30","up","4","XL"
"2","30","30","up","0.2","small"
"2","30","30","up","0.2","medium"
"2","30","30","up","0.2","large"
"2","30","30","up","0.2","XL"
"2","30","30","up","0.1","small"
"2","30","30","up","0.1","medium"
"2","30","30","up","0.1","large"
"2","30","30","up","0.1","XL"
"3","5","5","all","4","small"
"3","5","5","all","4","medium"
"3","5","5","all","4","large"
"3","5","5","all","4","XL"
"3","5","5","all","0.2","small"
"3","5","5","all","0.2","medium"
"3","5","5","all","0.2","large"
"3","5","5","all","0.2","XL"
"3","5","5","all","0.1","small"
"3","5","5","all","0.1","medium"
"3","5","5","all","0.1","large"
"3","5","5","all","0.1","XL"
"3","5","5","up","4","small"
"3","5","5","up","4","medium"
"3","5","5","up","4","large"
"3","5","5","up","4","XL"
"3","5","5","up","0.2","small"
"3","5","5","up","0.2","medium"
"3","5","5","up","0.2","large"
"3","5","5","up","0.2","XL"
"3","5","5","up","0.1","small"
"3","5","5","up","0.1","medium"
"3","5","5","up","0.1","large"
"3","5","5","up","0.1","XL"
"3","5","15","all","4","small"
"3","5","15","all","4","medium"
"3","5","15","all","4","large"
"3","5","15","all","4","XL"
"3","5","15","all","0.2","small"
"3","5","15","all","0.2","medium"
"3","5","15","all","0.2","large"
"3","5","15","all","0.2","XL"
"3","5","15","all","0.1","small"
"3","5","15","all","0.1","medium"
"3","5","15","all","0.1","large"
"3","5","15","all","0.1","XL"
"3","5","15","up","4","small"
"3","5","15","up","4","medium"
"3","5","15","up","4","large"
"3","5","15","up","4","XL"
"3","5","15","up","0.2","small"
"3","5","15","up","0.2","medium"
"3","5","15","up","0.2","large"
"3","5","15","up","0.2","XL"
"3","5","15","up","0.1","small"
"3","5","15","up","0.1","medium"
"3","5","15","up","0.1","large"
"3","5","15","up","0.1","XL"
"3","5","30","all","4","small"
"3","5","30","all","4","medium"
"3","5","30","all","4","large"
"3","5","30","all","4","XL"
"3","5","30","all","0.2","small"
"3","5","30","all","0.2","medium"
"3","5","30","all","0.2","large"
"3","5","30","all","0.2","XL"
"3","5","30","all","0.1","small"
"3","5","30","all","0.1","medium"
"3","5","30","all","0.1","large"
"3","5","30","all","0.1","XL"
"3","5","30","up","4","small"
"3","5","30","up","4","medium"
"3","5","30","up","4","large"
"3","5","30","up","4","XL"
"3","5","30","up","0.2","small"
"3","5","30","up","0.2","medium"
"3","5","30","up","0.2","large"
"3","5","30","up","0.2","XL"
"3","5","30","up","0.1","small"
"3","5","30","up","0.1","medium"
"3","5","30","up","0.1","large"
"3","5","30","up","0.1","XL"
"3","15","5","all","4","small"
"3","15","5","all","4","medium"
"3","15","5","all","4","large"
"3","15","5","all","4","XL"
"3","15","5","all","0.2","small"
"3","15","5","all","0.2","medium"
"3","15","5","all","0.2","large"
"3","15","5","all","0.2","XL"
"3","15","5","all","0.1","small"
"3","15","5","all","0.1","medium"
"3","15","5","all","0.1","large"
"3","15","5","all","0.1","XL"
"3","15","5","up","4","small"
"3","15","5","up","4","medium"
"3","15","5","up","4","large"
"3","15","5","up","4","XL"
"3","15","5","up","0.2","small"
"3","15","5","up","0.2","medium"
"3","15","5","up","0.2","large"
"3","15","5","up","0.2","XL"
"3","15","5","up","0.1","small"
"3","15","5","up","0.1","medium"
"3","15","5","up","0.1","large"
"3","15","5","up","0.1","XL"
"3","15","15","all","4","small"
"3","15","15","all","4","medium"
"3","15","15","all","4","large"
"3","15","15","all","4","XL"
"3","15","15","all","0.2","small"
"3","15","15","all","0.2","medium"
"3","15","15","all","0.2","large"
"3","15","15","all","0.2","XL"
"3","15","15","all","0.1","small"
"3","15","15","all","0.1","medium"
"3","15","15","all","0.1","large"
"3","15","15","all","0.1","XL"
"3","15","15","up","4","small"
"3","15","15","up","4","medium"
"3","15","15","up","4","large"
"3","15","15","up","4","XL"
"3","15","15","up","0.2","small"
"3","15","15","up","0.2","medium"
"3","15","15","up","0.2","large"
"3","15","15","up","0.2","XL"
"3","15","15","up","0.1","small"
"3","15","15","up","0.1","medium"
"3","15","15","up","0.1","large"
"3","15","15","up","0.1","XL"
"3","15","30","all","4","small"
"3","15","30","all","4","medium"
"3","15","30","all","4","large"
"3","15","30","all","4","XL"
"3","15","30","all","0.2","small"
"3","15","30","all","0.2","medium"
"3","15","30","all","0.2","large"
"3","15","30","all","0.2","XL"
"3","15","30","all","0.1","small"
"3","15","30","all","0.1","medium"
"3","15","30","all","0.1","large"
"3","15","30","all","0.1","XL"
"3","15","30","up","4","small"
"3","15","30","up","4","medium"
"3","15","30","up","4","large"
"3","15","30","up","4","XL"
"3","15","30","up","0.2","small"
"3","15","30","up","0.2","medium"
"3","15","30","up","0.2","large"
"3","15","30","up","0.2","XL"
"3","15","30","up","0.1","small"
"3","15","30","up","0.1","medium"
"3","15","30","up","0.1","large"
"3","15","30","up","0.1","XL"
"3","30","5","all","4","small"
"3","30","5","all","4","medium"
"3","30","5","all","4","large"
"3","30","5","all","4","XL"
"3","30","5","all","0.2","small"
"3","30","5","all","0.2","medium"
"3","30","5","all","0.2","large"
"3","30","5","all","0.2","XL"
"3","30","5","all","0.1","small"
"3","30","5","all","0.1","medium"
"3","30","5","all","0.1","large"
"3","30","5","all","0.1","XL"
"3","30","5","up","4","small"
"3","30","5","up","4","medium"
"3","30","5","up","4","large"
"3","30","5","up","4","XL"
"3","30","5","up","0.2","small"
"3","30","5","up","0.2","medium"
"3","30","5","up","0.2","large"
"3","30","5","up","0.2","XL"
"3","30","5","up","0.1","small"
"3","30","5","up","0.1","medium"
"3","30","5","up","0.1","large"
"3","30","5","up","0.1","XL"
"3","30","15","all","4","small"
"3","30","15","all","4","medium"
"3","30","15","all","4","large"
"3","30","15","all","4","XL"
"3","30","15","all","0.2","small"
"3","30","15","all","0.2","medium"
"3","30","15","all","0.2","large"
"3","30","15","all","0.2","XL"
"3","30","15","all","0.1","small"
"3","30","15","all","0.1","medium"
"3","30","15","all","0.1","large"
"3","30","15","all","0.1","XL"
"3","30","15","up","4","small"
"3","30","15","up","4","medium"
"3","30","15","up","4","large"
"3","30","15","up","4","XL"
"3","30","15","up","0.2","small"
"3","30","15","up","0.2","medium"
"3","30","15","up","0.2","large"
"3","30","15","up","0.2","XL"
"3","30","15","up","0.1","small"
"3","30","15","up","0.1","medium"
"3","30","15","up","0.1","large"
"3","30","15","up","0.1","XL"
"3","30","30","all","4","small"
"3","30","30","all","4","medium"
"3","30","30","all","4","large"
"3","30","30","all","4","XL"
"3","30","30","all","0.2","small"
"3","30","30","all","0.2","medium"
"3","30","30","all","0.2","large"
"3","30","30","all","0.2","XL"
"3","30","30","all","0.1","small"
"3","30","30","all","0.1","medium"
"3","30","30","all","0.1","large"
"3","30","30","all","0.1","XL"
"3","30","30","up","4","small"
"3","30","30","up","4","medium"
"3","30","30","up","4","large"
"3","30","30","up","4","XL"
"3","30","30","up","0.2","small"
"3","30","30","up","0.2","medium"
"3","30","30","up","0.2","large"
"3","30","30","up","0.2","XL"
"3","30","30","up","0.1","small"
"3","30","30","up","0.1","medium"
"3","30","30","up","0.1","large"
"3","30","30","up","0.1","XL"
"4","5","5","all","4","small"
"4","5","5","all","4","medium"
"4","5","5","all","4","large"
"4","5","5","all","4","XL"
"4","5","5","all","0.2","small"
"4","5","5","all","0.2","medium"
"4","5","5","all","0.2","large"
"4","5","5","all","0.2","XL"
"4","5","5","all","0.1","small"
"4","5","5","all","0.1","medium"
"4","5","5","all","0.1","large"
"4","5","5","all","0.1","XL"
"4","5","5","up","4","small"
"4","5","5","up","4","medium"
"4","5","5","up","4","large"
"4","5","5","up","4","XL"
"4","5","5","up","0.2","small"
"4","5","5","up","0.2","medium"
"4","5","5","up","0.2","large"
"4","5","5","up","0.2","XL"
"4","5","5","up","0.1","small"
"4","5","5","up","0.1","medium"
"4","5","5","up","0.1","large"
"4","5","5","up","0.1","XL"
"4","5","15","all","4","small"
"4","5","15","all","4","medium"
"4","5","15","all","4","large"
"4","5","15","all","4","XL"
"4","5","15","all","0.2","small"
"4","5","15","all","0.2","medium"
"4","5","15","all","0.2","large"
"4","5","15","all","0.2","XL"
"4","5","15","all","0.1","small"
"4","5","15","all","0.1","medium"
"4","5","15","all","0.1","large"
"4","5","15","all","0.1","XL"
"4","5","15","up","4","small"
"4","5","15","up","4","medium"
"4","5","15","up","4","large"
"4","5","15","up","4","XL"
"4","5","15","up","0.2","small"
"4","5","15","up","0.2","medium"
"4","5","15","up","0.2","large"
"4","5","15","up","0.2","XL"
"4","5","15","up","0.1","small"
"4","5","15","up","0.1","medium"
"4","5","15","up","0.1","large"
"4","5","15","up","0.1","XL"
"4","5","30","all","4","small"
"4","5","30","all","4","medium"
"4","5","30","all","4","large"
"4","5","30","all","4","XL"
"4","5","30","all","0.2","small"
"4","5","30","all","0.2","medium"
"4","5","30","all","0.2","large"
"4","5","30","all","0.2","XL"
"4","5","30","all","0.1","small"
"4","5","30","all","0.1","medium"
"4","5","30","all","0.1","large"
"4","5","30","all","0.1","XL"
"4","5","30","up","4","small"
"4","5","30","up","4","medium"
"4","5","30","up","4","large"
"4","5","30","up","4","XL"
"4","5","30","up","0.2","small"
"4","5","30","up","0.2","medium"
"4","5","30","up","0.2","large"
"4","5","30","up","0.2","XL"
"4","5","30","up","0.1","small"
"4","5","30","up","0.1","medium"
"4","5","30","up","0.1","large"
"4","5","30","up","0.1","XL"
"4","15","5","all","4","small"
"4","15","5","all","4","medium"
"4","15","5","all","4","large"
"4","15","5","all","4","XL"
"4","15","5","all","0.2","small"
"4","15","5","all","0.2","medium"
"4","15","5","all","0.2","large"
"4","15","5","all","0.2","XL"
"4","15","5","all","0.1","small"
"4","15","5","all","0.1","medium"
"4","15","5","all","0.1","large"
"4","15","5","all","0.1","XL"
"4","15","5","up","4","small"
"4","15","5","up","4","medium"
"4","15","5","up","4","large"
"4","15","5","up","4","XL"
"4","15","5","up","0.2","small"
"4","15","5","up","0.2","medium"
"4","15","5","up","0.2","large"
"4","15","5","up","0.2","XL"
"4","15","5","up","0.1","small"
"4","15","5","up","0.1","medium"
"4","15","5","up","0.1","large"
"4","15","5","up","0.1","XL"
"4","15","15","all","4","small"
"4","15","15","all","4","medium"
"4","15","15","all","4","large"
"4","15","15","all","4","XL"
"4","15","15","all","0.2","small"
"4","15","15","all","0.2","medium"
"4","15","15","all","0.2","large"
"4","15","15","all","0.2","XL"
"4","15","15","all","0.1","small"
"4","15","15","all","0.1","medium"
"4","15","15","all","0.1","large"
"4","15","15","all","0.1","XL"
"4","15","15","up","4","small"
"4","15","15","up","4","medium"
"4","15","15","up","4","large"
"4","15","15","up","4","XL"
"4","15","15","up","0.2","small"
"4","15","15","up","0.2","medium"
"4","15","15","up","0.2","large"
"4","15","15","up","0.2","XL"
"4","15","15","up","0.1","small"
"4","15","15","up","0.1","medium"
"4","15","15","up","0.1","large"
"4","15","15","up","0.1","XL"
"4","15","30","all","4","small"
"4","15","30","all","4","medium"
"4","15","30","all","4","large"
"4","15","30","all","4","XL"
"4","15","30","all","0.2","small"
"4","15","30","all","0.2","medium"
"4","15","30","all","0.2","large"
"4","15","30","all","0.2","XL"
"4","15","30","all","0.1","small"
"4","15","30","all","0.1","medium"
"4","15","30","all","0.1","large"
"4","15","30","all","0.1","XL"
"4","15","30","up","4","small"
"4","15","30","up","4","medium"
"4","15","30","up","4","large"
"4","15","30","up","4","XL"
"4","15","30","up","0.2","small"
"4","15","30","up","0.2","medium"
"4","15","30","up","0.2","large"
"4","15","30","up","0.2","XL"
"4","15","30","up","0.1","small"
"4","15","30","up","0.1","medium"
"4","15","30","up","0.1","large"
"4","15","30","up","0.1","XL"
"4","30","5","all","4","small"
"4","30","5","all","4","medium"
"4","30","5","all","4","large"
"4","30","5","all","4","XL"
"4","30","5","all","0.2","small"
"4","30","5","all","0.2","medium"
"4","30","5","all","0.2","large"
"4","30","5","all","0.2","XL"
"4","30","5","all","0.1","small"
"4","30","5","all","0.1","medium"
"4","30","5","all","0.1","large"
"4","30","5","all","0.1","XL"
"4","30","5","up","4","small"
"4","30","5","up","4","medium"
"4","30","5","up","4","large"
"4","30","5","up","4","XL"
"4","30","5","up","0.2","small"
"4","30","5","up","0.2","medium"
"4","30","5","up","0.2","large"
"4","30","5","up","0.2","XL"
"4","30","5","up","0.1","small"
"4","30","5","up","0.1","medium"
"4","30","5","up","0.1","large"
"4","30","5","up","0.1","XL"
"4","30","15","all","4","small"
"4","30","15","all","4","medium"
"4","30","15","all","4","large"
"4","30","15","all","4","XL"
"4","30","15","all","0.2","small"
