height,width,timesteps,years,TOTALN,TOTALP,loss,thresholdtomove,amounttomove,numbspecies,initial01cells,initial02cells,initial03cells,initial04cells,initial01totmass,initial02totmass,initial03totmass,initial04totmass,maxrgr01,maxrgr02,maxrgr03,maxrgr04,overwinter01,overwinter02,overwinter03,overwinter04,halfsatB01,halfsatB02,halfsatB03,halfsatB04,halfsatN01,halfsatN02,halfsatN03,halfsatN04,halfsatP01,halfsatP02,halfsatP03,halfsatP04,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakeP01,uptakeP02,uptakeP03,uptakeP04
20,20,100,10,10,2.5,0.05,2.5,0.025,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,10,2.5,0.05,25,0.25,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,1,0.25,0.05,50,0.5,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,2,0.5,0.05,50,0.5,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,3,0.75,0.05,50,0.5,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,5,1.25,0.05,50,0.5,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,1,0,0,0,400,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,10,0,0,0,4000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,25,0,0,0,10000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,50,0,0,0,20000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,75,0,0,0,30000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,85,0,0,0,34000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
20,20,100,10,7.5,1.875,0.05,50,0.5,1,100,0,0,0,40000,0,0,0,0.3,0,0,0,0.1,0,0,0,42,0,0,0,0.04,0,0,0,0.05,0,0,0,0.001,0,0,0,0.001,0,0,0
